露影藏形	lù yǐng cáng xíng
骨化风成	gǔ huà fēng chéng
言之有序	yán zhī yǒu xù
缄口不言	jiān kǒu bù yán
千虑一失	qiān lǜ yī shī
下笔千言	xià bǐ qiān yán
半解一知	bàn jiě yī zhī
一知半解	yī zhī bàn jiě
尺寸之地	chǐ cùn zhī dì
百岁之后	bǎi suì zhī hòu
马如游鱼	mǎ rú yóu yú
开合自如	kāi hé zì rú
九天九地	jiǔ tiān jiǔ dì
生死不渝	shēng sǐ bù yú
出人望外	chū rén wàng wài
不苟言笑	bù gǒu yán xiào
言笑不苟	yán xiào bù gǒu
龙行虎变	lóng xíng hǔ biàn
声气相求	shēng qì xiāng qiú
声气相通	shēng qì xiāng tōng
日不我与	rì bù wǒ yǔ
傍若无人	páng ruò wú rén
黑天白日	hēi tiān bái rì
无服之丧	wú fú zhī sàng
在天之灵	zài tiān zhī líng
不安于室	bù ān yú shì
迷人眼目	mí rén yǎn mù
神不守舍	shén bù shǒu shě
别作一眼	bié zuò yī yǎn
如坐春风	rú zuò chūn fēng
胆大心雄	dǎn dà xīn xióng
不共戴天	bù gòng dài tiān
名山胜水	míng shān shèng shuǐ
匪石之心	fěi shí zhī xīn
再不其然	zài bù qí rán
岁月不居	suì yuè bù jú
面是心非	miàn shì xīn fēi
义不容辞	yì bù róng cí
得不补失	dé bù bǔ shī
忘年之好	wàng nián zhī hǎo
财不露白	cái bù lù bái
因人成事	yīn rén chéng shì
同年而语	tóng nián ér yǔ
杀一利百	shā yī lì bǎi
不识泰山	bù shí tài shān
山穷水断	shān qióng shuǐ duàn
千里之任	qiān lǐ zhī rèn
风月无涯	fēng yuè wú yá
知命不忧	zhī mìng bù yōu
目知眼见	mù zhī yǎn jiàn
成千论万	chéng qiān lùn wàn
胸无大志	xiōng wú dà zhì
八斗之才	bā dǒu zhī cái
来历不明	lái lì bù míng
白首一节	bái shǒu yī jié
穷山恶水	qióng shān è shuǐ
自命不凡	zì mìng bù fán
不值一笑	bù zhí yī xiào
有目无睹	yǒu mù wú dǔ
同出一辙	tóng chū yī zhé
相时而动	xiàng shí ér dòng
白头之叹	bái tóu zhī tàn
不服水土	bù fú shuǐ tǔ
水土不服	shuǐ tǔ bù fú
恬不为意	tián bù wéi yì
自信不疑	zì xìn bù yí
寝食不安	qǐn shí bù ān
通天达地	tōng tiān dá dì
无须之祸	wú xū zhī huò
一寸丹心	yī cùn dān xīn
一丝两气	yī sī liǎng qì
高下在口	gāo xià zài kǒu
不知颠倒	bù zhī diān dǎo
道路以目	dào lù yǐ mù
义薄云天	yì bó yún tiān
至当不易	zhì dàng bù yì
明日黄花	míng rì huáng huā
天随人原	tiān suí rén yuán
一接如旧	yī jiē rú jiù
龙断之登	lóng duàn zhī dēng
当行出色	dāng háng chū sè
为富不仁	wéi fù bù rén
为仁不富	wéi rén bù fù
情同手足	qíng tóng shǒu zú
尽心尽力	jìn xīn jìn lì
无名之璞	wú míng zhī pú
同利相死	tóng lì xiāng sǐ
万全之计	wàn quán zhī jì
千秋人物	qiān qiū rén wù
学而不厌	xué ér bù yàn
同心叶力	tóng xīn yè lì
不求闻达	bù qiú wén dá
一窍不通	yī qiào bù tōng
出入人罪	chū rù rén zuì
三星在天	sān xīng zài tiān
一见钟情	yī jiàn zhōng qíng
高山景行	gāo shān jǐng xíng
月黑风高	yuè hēi fēng gāo
一线之路	yī xiàn zhī lù
同功一体	tóng gōng yī tǐ
光天化日	guāng tiān huà rì
化日光天	huà rì guāng tiān
冠绝一时	guàn jué yī shí
余声三日	yú shēng sān rì
千里无烟	qiān lǐ wú yān
别有心肠	bié yǒu xīn cháng
公之于众	gōng zhī yú zhòng
笔头生花	bǐ tóu shēng huā
不计其数	bù jì qí shù
遂心如意	suì xīn rú yì
不知甘苦	bù zhī gān kǔ
语不投机	yǔ bù tóu jī
死而无悔	sǐ ér wú huǐ
一枝之栖	yī zhī zhī qī
东风化雨	dōng fēng huà yǔ
金玉良言	jīn yù liáng yán
雨过天青	yǔ guò tiān qīng
自行其是	zì xíng qí shì
出没不常	chū mò bù cháng
取而代之	qǔ é dài zhī
众多非一	zhòng duō fēi yī
略识之无	lüè shí zhī wú
截然不同	jié rán bù tóng
语言无味	yǔ yán wú wèi
一唱一和	yī chàng yī hè
出自意外	chū zì yì wài
自食其力	zì shí qí lì
独善一身	dú shàn yī shēn
神兵天将	shén bīng tiān jiāng
以终天年	yǐ zhōng tiān nián
知难而进	zhī nán ér jìn
不壹而三	bù yī ér sān
超世之才	chāo shì zhī cái
丝发之功	sī fā zhī gōng
谈笑风生	tán xiào fēng shēng
不僧不俗	bù sēng bù sú
风景不殊	fēng jǐng bù shū
而今而后	ér jīn ér hòu
白玉无瑕	bái yù wú xiá
一乱涂地	yī luàn tú dì
举目无亲	jǔ mù wú qīn
观望不前	guān wàng bù qián
无缘无故	wú yuán wú gù
参差不一	cēn cī bù yī
神不附体	shén bù fù tǐ
度日如年	dù rì rú nián
十风五雨	shí fēng wǔ yǔ
十雨五风	shí yǔ wǔ fēng
五风十雨	wǔ fēng shí yǔ
忘年之交	wàng nián zhī jiāo
悲不自胜	bēi bù zì shèng
一见了然	yī jiàn le rán
不偏不党	bù piān bù dǎng
鱼米之地	yú mǐ zhī dì
果不其然	guǒ bù qí rán
平心易气	píng xīn yì qì
悔之无及	huǐ zhī wú jí
划一不二	huà yī bù èr
重足而立	chóng zú ér lì
水落石出	shuǐ luò shí chū
进退无门	jìn tuì wú mén
风语不透	fēng yǔ bù tòu
虎狼之势	hǔ láng zhī shì
有害无利	yǒu hài wú lì
生财有道	shēng cái yǒu dào
有识之士	yǒu shí zhī shì
无德而称	wú dé ér chēng
星星之火	xīng xīng zhī huǒ
不值一顾	bù zhí yī gù
龙马精神	lóng mǎ jīng shén
竹马之交	zhú mǎ zhī jiāo
攻心为上	gōng xīn wèi shàng
贼人心虚	zéi rén xīn xū
无师自通	wú shī zì tōng
一根一板	yī gēn yī bǎn
一切万物	yī qiē wàn wù
持之有故	chí zhī yǒu gù
以容取人	yǐ róng qǔ rén
强人所难	qiǎng rén suǒ nán
河清三日	hé qīng sān rì
鼎足而三	dǐng zú ér sān
一言半句	yī yán bàn jù
家破人离	jiā pò rén lí
无明业火	wú míng yè huǒ
方寸不乱	fāng cùn bù luàn
事不关己	shì bù guān jǐ
无适无莫	wú shì wú mò
举不胜举	jǔ bù shèng jǔ
不近道理	bù jìn dào lǐ
通共有无	tōng gòng yǒu wú
通无共有	tōng wú gòng yǒu
鸡犬不安	jī quǎn bù ān
默不作声	mò bù zuò shēng
齐心同力	qí xīn tóng lì
不可动摇	bù kě dòng yáo
戮力一心	lù lì yī xīn
口腹之累	kǒu fù zhī lěi
不教而杀	bù jiào ér shā
言扬行举	yán yáng xíng jǔ
一寒如此	yī hán rú cǐ
不入时宜	bù rù shí yí
新人新事	xīn rén xīn shì
执而不化	zhí ér bù huà
不知所措	bù zhī suǒ cuò
分内之事	fèn nèi zhī shì
一介之善	yī jiè zhī shàn
无可讳言	wú kě huì yán
同声相求	tóng shēng xiāng qiú
大仁大义	dà rén dà yì
轻薄无知	qīng báo wú zhī
人心向背	rén xīn xiàng bèi
龙眉凤目	lóng méi fèng mù
言不逮意	yán bù dǎi yì
执意不从	zhí yì bù cóng
相因相生	xiāng yīn xiāng shēng
长目飞耳	cháng mù fēi ěr
以水济水	yǐ shuǐ jǐ shuǐ
以辞取人	yǐ cí qǔ rén
为国为民	wéi guó wéi mín
寸步不离	cùn bù bù lí
普天之下	pǔ tiān zhī xià
开门见山	kāi mén jiàn shān
困而不学	kùn ér bù xué
半死不活	bàn sǐ bù huó
见势不妙	jiàn shì bù miào
素不相识	sù bù xiāng shí
道高望重	dào gāo wàng zhòng
声气相投	shēng qì xiāng tóu
满坐风生	mǎn zuò fēng shēng
不蔓不支	bù màn bù zhī
金石之策	jīn shí zhī cè
直言不讳	zhí yán bù huì
一鼓一板	yī gǔ yī bǎn
一枝一栖	yī zhī yī qī
五心六意	wǔ xīn liù yì
要而论之	yào ér lùn zhī
一室生春	yī shì shēng chūn
长安道上	cháng ān dào shàng
骂不绝口	mà bù jué kǒu
令行如流	lìng xíng rú liú
同心并力	tóng xīn bìng lì
守身如玉	shǒu shēn rú yù
言之过甚	yán zhī guò shèn
怀土之情	huái tǔ zhī qíng
一日万几	yī rì wàn jǐ
逞心如意	chěng xīn rú yì
千古罪人	qiān gǔ zuì rén
不知深浅	bù zhī shēn qiǎn
天渊之别	tiān yuān zhī bié
惊心破胆	jīng xīn pò dǎn
坐树无言	zuò shù wú yán
天外飞来	tiān wài fēi lái
易口以食	yì kǒu yǐ shí
相机行事	xiāng jī xíng shì
落地生根	luò dì shēng gēn
轻身下气	qīng shēn xià qì
乐而不荒	lè ér bù huāng
成败论人	chéng bài lùn rén
大吃一惊	dà chī yī jīng
日长一线	rì cháng yī xiàn
不足为凭	bù zú wéi píng
下不为例	xià bù wéi lì
长夜之饮	cháng yè zhī yǐn
流风遗迹	liú fēng yí jì
高才大学	gāo cái dà xué
不知世务	bù zhī shì wù
指天画地	zhǐ tiān huà dì
行有余力	xíng yǒu yú lì
面如冠玉	miàn rú guān yù
鱼水相投	yú shuǐ xiāng tóu
一隅之说	yī yú zhī shuō
隐忍不言	yǐn rěn bù yán
高门大屋	gāo mén dà wū
人间天堂	rén jiān tiān táng
攻无不克	gōng wú bù kè
得意忘言	dé yì wàng yán
道高德重	dào gāo dé zhòng
翻天作地	fān tiān zuò dì
话不相投	huà bù xiāng tóu
济世安人	jì shì ān rén
并日而食	bìng rì ér shí
头出头没	tóu chū tóu mò
大恩大德	dà ēn dà dé
真相大白	zhēn xiàng dà bái
明心见性	míng xīn jiàn xìng
解衣衣人	jiè yī yī rén
三三四四	sān sān sì sì
开心见肠	kāi xīn jiàn cháng
空腹高心	kōng fù gāo xīn
四方之志	sì fāng zhī zhì
理不忘乱	lǐ bù wàng luàn
付之一笑	fù zhī yī xiào
无伤大体	wú shāng dà tǐ
举手之劳	jǔ shǒu zhī láo
无动于中	wú dòng yú zhōng
横草之功	héng cǎo zhī gōng
重逆无道	zhòng nì wú dào
上下其手	shàng xià qí shǒu
尾生之信	wěi shēng zhī xìn
一日九迁	yī rì jiǔ qiān
无妄之福	wú wàng zhī fú
得失在人	dé shī zài rén
避人眼目	bì rén yǎn mù
道不拾遗	dào bù shí yí
无肠公子	wú cháng gōng zǐ
百年树人	bǎi nián shù rén
衣食不周	yī shí bù zhōu
等而上之	děng ér shàng zhī
金石为开	jīn shí wèi kāi
看人行事	kàn rén xíng shì
出言不逊	chū yán bù xùn
作金石声	zuò jīn shí shēng
神头鬼面	shén tóu guǐ miàn
别有心肝	bié yǒu xīn gān
不留余地	bù liú yú dì
变化不穷	biàn huà bù qióng
辞不达义	cí bù dá yì
与人为善	yǔ rén wéi shàn
风雨如晦	fēng yǔ rú huì
一毫千里	yī háo qiān lǐ
三三五五	sān sān wǔ wǔ
众心成城	zhòng xīn chéng chéng
花前月下	huā qián yuè xià
月下花前	yuè xià huā qián
文采风流	wén cǎi fēng liú
自负不凡	zì fù bù fán
自有公论	zì yǒu gōng lùn
三朝五日	sān cháo wǔ rì
日引月长	rì yǐn yuè cháng
守正不回	shǒu zhèng bù huí
四海为家	sì hǎi wéi jiā
一扫而光	yī sǎo ér guāng
心心相印	xīn xīn xiāng yìn
半生不熟	bàn shēng bù shú
白日见鬼	bái rì jiàn guǐ
时不再来	shí bù zài lái
背水一战	bèi shuǐ yī zhàn
别有用心	bié yǒu yòng xīn
下笔有神	xià bǐ yǒu shén
日旰不食	rì gàn bù shí
天下第一	tiān xià dì yī
山穷水尽	shān qióng shuǐ jìn
水尽山穷	shuǐ jìn shān qióng
水穷山尽	shuǐ qióng shān jìn
一悲一喜	yī bēi yī xǐ
不习地土	bù xí dì tǔ
衣不解带	yī bù jiě dài
神龙见首	shén lóng jiàn shǒu
各不相谋	gè bù xiāng móu
一气浑成	yī qì hún chéng
小人得志	xiǎo rén dé zhì
相习成风	xiāng xí chéng fēng
重望高名	zhòng wàng gāo míng
将天就地	jiāng tiān jiù dì
目光如鼠	mù guāng rú shǔ
神情不属	shén qíng bù shǔ
无关大体	wú guān dà tǐ
卖文为生	mài wén wéi shēn
目牛无全	mù niú wú quán
目无全牛	mù wú quán niú
高傲自大	gāo ào zì dà
一日千丈	yī rì qiān zhàng
大惑不解	dà huò bù jiě
两头白面	liǎng tóu bái miàn
人非木石	rén fēi mù shí
积重不返	jī zhòng bù fǎn
不足与谋	bù zú yǔ móu
岁月如流	suì yuè rú liú
千载一合	qiān zài yī hé
靡然成风	mí rán chéng fēng
东道主人	dōng dào zhǔ rén
鬼神不测	guǐ shén bù cè
神鬼不测	shén guǐ bù cè
不可思议	bù kě sī yì
言行不贰	yán xíng bù èr
一拥而上	yī yōng ér shàng
好为人师	hào wéi rén shī
破门而入	pò mén ér rù
金无足赤	jīn wú zú chì
长年三老	zhǎng nián sān lǎo
母难之日	mǔ nán zhī rì
月明千里	yuè míng qiān lǐ
驰名天下	chí míng tiān xià
群而不党	qún ér bù dǎng
锋不可当	fēng bù kě dāng
退有后言	tuì yǒu hòu yán
寡不胜众	guǎ bù shèng zhòng
惨无人理	cǎn wú rén lǐ
功成行满	gōng chéng xíng mǎn
不时之需	bù shí zhī xū
河目海口	hé mù hǎi kǒu
积小成大	jī xiǎo chéng dà
方面大耳	fāng miàn dà ěr
公明正大	gōng míng zhèng dà
不夷不惠	bù yí bù huì
两两三三	liǎng liǎng sān sān
三三两两	sān sān liǎng liǎng
并为一谈	bìng wéi yī tán
金兰之交	jīn lán zhī jiāo
笔下生花	bǐ xià shēng huā
不识高低	bù shí gāo dī
不可胜数	bù kě shèng shǔ
虎口余生	hǔ kǒu yú shēng
风雨无阻	fēng yǔ wú zǔ
安然如故	ān rán rú gù
目空一切	mù kōng yī qiè
才高气清	cái gāo qì qīng
言必有中	yán bì yǒu zhòng
情不可却	qíng bù kě què
自生自灭	zì shēng zì miè
身无择行	shēn wú zé xíng
去就之分	qù jiù zhī fēn
真龙天子	zhēn lóng tiān zǐ
半面之旧	bàn miàn zhī jiù
百无是处	bǎi wú shì chù
望子成龙	wàng zǐ chéng lóng
连理之木	lián lǐ zhī mù
心如寒灰	xīn rú hán huī
来日方长	lái rì fāng cháng
急人之困	jí rén zhī kùn
以人为鉴	yǐ rén wéi jiàn
心不在焉	xīn bù zài yān
一命归西	yī mìng guī xī
没世无闻	méi shì wú wén
独步一时	dú bù yī shí
一本正经	yī běn zhèng jīng
大名难居	dà míng nán jū
说千道万	shuō qiān dào wàn
道山学海	dào shān xué hǎi
出口入耳	chū kǒu rù ěr
文行出处	wén xíng chū chǔ
无妄之忧	wú wàng zhī yōu
神至之笔	shén zhì zhī bǐ
张大其事	zhāng dà qí shì
计出万死	jì chū wàn sǐ
石破天惊	shí pò tiān jīng
天惊石破	tiān jīng shí pò
非分之财	fēi fèn zhī cái
面如土色	miàn rú tǔ sè
面色如土	miàn sè rú tǔ
超然不群	chāo rán bù qún
行成于思	xíng chéng yú sī
从容自如	cóng róng zì rú
目不苟视	mù bù gǒu shì
不奈之何	bù nai zhī hé
心急如焚	xīn jí rú fén
白头相守	bái tóu xiāng shǒu
百足之虫	bǎi zú zhī chóng
视同路人	shì tóng lù rén
不堪入目	bù kān rù mù
皮相之谈	pí xiàng zhī tán
光明正大	guāng míng zhèng dà
正大光明	zhèng dà guāng míng
百喙如一	bǎi huì rú yī
战天斗地	zhàn tiān dòu dì
居不重席	jū bù chóng xí
风吹马耳	fēng chuī mǎ ěr
如虎生翼	rú hǔ shēng yì
避人耳目	bì rén ěr mù
一壶千金	yī hú qiān jīn
七步之才	qī bù zhī cái
出人意表	chū rén yì biǎo
出口成章	chū kǒu chéng zhāng
食言而肥	shí yán ér féi
大难临头	dà nàn lín tóu
流风余俗	liú fēng yú sú
死而复生	sǐ ér fù shēng
盘石之安	pán shí zhī ān
高下在手	gāo xià zài shǒu
下车之始	xià chē zhī shǐ
遇事生风	yù shì shēng fēng
有头有脸	yǒu tóu yǒu liǎn
人面桃花	rén miàn táo huā
桃花人面	táo huā rén miàn
白首相知	bái shǒu xiāng zhī
主一无适	zhǔ yī wú shì
以石投水	yǐ shí tóu shuǐ
以水投石	yǐ shuǐ tóu shí
克肩一心	kè jiān yī xīn
成千累万	chéng qiān lèi wàn
法无二门	fǎ wú èr mén
智小言大	zhì xiǎo yán dà
指日成功	zhǐ rì chéng gōng
急不择言	jí bù zé yán
半新不旧	bàn xīn bù jiù
龙生九子	lóng shēng jiǔ zǐ
始终如一	shǐ zhōng rú yī
终始如一	zhōng shǐ rú yī
于心无愧	yú jīn wú kuì
言外之味	yán wài zhī wèi
一波三折	yī bō sān zhé
笑不可仰	xiào bù kě yǎng
出头露面	chū tóu lù miàn
耳顺之年	ér shùn zhī nián
风雨同舟	fēng yǔ tóng zhōu
无坚不陷	wú jiān bù xiàn
终天之恨	zhōng tiān zhī hèn
汗马之功	hàn mǎ zhī gōng
周而不比	zhōu ér bù bǐ
林下清风	lín xià qīng fēng
转日回天	zhuǎn rì huí tiān
独步天下	dú bù tiān xià
天下独步	tiān xià dú bù
不顾死活	bù gù sǐ huó
目不见睫	mù bù jiàn jié
其貌不扬	qí mào bù yáng
一拥而入	yī yōng ér rù
平白无故	píng bái wú gù
水流云散	shuǐ liú yún sàn
从善如流	cóng shàn rú liú
药石之言	yào shí zhī yán
赏不当功	shǎng bù dāng gōng
蹇人上天	jiǎn rén shàng tiān
回天转地	huí tiān zhuǎn dì
流落风尘	liú luò fēng chén
忘形之交	wàng xíng zhī jiāo
胆大心粗	dǎn dā xīn cū
心粗胆大	xīn cū dǎn dà
害人不浅	hài rén bù qiǎn
长久之计	cháng jiǔ zhī jì
正正气气	zhèng zhèng qì qì
春山如笑	chūn shān rú xiào
雨露之恩	yǔ lù zhī ēn
余风遗文	yú fēng yí wén
思所逐之	si shuo zhu zi
清静无为	qīng jìng wú wéi
其道无由	qí dào wú yóu
末如之何	mò rú zhī hé
高高在上	gāo gāo zài shàng
意义深长	yì yì shēn cháng
众口同声	zhòng kǒu tóng shēng
民心不壹	mín xīn bù yī
必争之地	bì zhēng zhī dì
行易知难	xíng yì zhī nán
知易行难	zhī yì xíng nán
玉关人老	yù guān rén lǎo
刑余之人	xíng yú zhī rén
一字一泪	yī zì yī lèi
易子而食	yì zǐ ér shí
造言生事	zào yán shēng shì
鸡犬不惊	jī quǎn bù jīng
不登大雅	bù dēng dà yǎ
不言而谕	bù yán ér yù
政令不一	zhèng lìng bù yī
白日升天	bái rì shēng tiān
漫不经意	màn bù jīng yì
三十而立	sān shí ér lì
和而不唱	hé ér bù chàng
计日而待	jì rì ér dài
眉头不伸	méi tóu bù shēn
交口同声	jiāo kǒu tóng shēng
白面书生	bái miàn shū shēng
乐不可支	lè bù kě zhī
月露之体	yuè lù zhī tǐ
足高气扬	zú gāo qì yáng
才气无双	cái qì wú shuāng
中立不倚	zhōng lì bù yǐ
小户人家	xiǎo hù rén jiā
自相鱼肉	zì xiāng yú ròu
轻死重气	qīng sǐ zhòng qì
无幽不烛	wú yōu bù zhú
一叶迷山	yī yè mí shān
不顾大局	bù gù dà jú
无般不识	wú bān bù shí
方头不律	fāng tóu bù lǜ
坐不重席	zuò bù chóng xí
同心竭力	tóng xīn jié lì
